,Name,Categories,Description,Tag,FirstDetected,LastDetected,IsPremium,Link,Parent
0,ASP.NET 2.0,,ASP.NET version 2.0.*,framework,1385679600000,1515625200000,no,http://www.microsoft.com/net,ASP.NET
1,jQuery 1.4.3,,jQuery version 1.4.3,javascript,1385679600000,1515625200000,no,http://blog.jquery.com/2010/10/16/jquery-143-released/,jQuery
2,Tweet for jQuery,['jQuery Plugin'],Unobtrusive jQuery plugin to put twitter on the website.,javascript,1379631600000,1515625200000,no,http://tweet.seaofclouds.com/,jQuery
3,GStatic Google Static Content,,Google has off-loaded static content (Javascript/Images/CSS) to a different domain name in an effort to reduce bandwidth usage and increase network performance for the end user.,cdn,1378422000000,1592521200000,no,https://google.com,
4,Twitter Timeline,,"Add your tweets, favourites or searches as a timeline to the website.",widgets,1364302800000,1515625200000,no,http://twitter.com/settings/widgets,
5,Flickr API,,Calls the Flickr API to add a photostream to the page.,media,1363698000000,1485385200000,no,http://api.flickr.com/services/rest/ ,
6,Amazon,"['Cloud Hosting', 'Cloud PaaS']",This site is hosted on Amazon AWS EC2 Infrastructure.,hosting,1362661200000,1559430000000,no,http://aws.amazon.com,
7,Akamai,,Akamai provides a distributed computing platform for global Internet content and application delivery.,cdn,1355490000000,1436396400000,no,http://akamai.com,
8,Content Delivery Network,,This page contains links that give the impression that some of the site contents are stored on a content delivery network.,CDN,1355490000000,1610956800000,no,http://en.wikipedia.org/wiki/Content_Delivery_Network,
9,Facebook CDN,,This page has content that links to the Facebook content delivery network.,cdn,1355490000000,1581030000000,no,http://www.facebook.com,
10,Facebook Graph API,,This site has content that utilizes the Facebook Graph API,javascript,1355490000000,1485385200000,no,http://developers.facebook.com/docs/api,
11,Amazon SES,['Transactional Email'],"Amazon Simple Email Service (Amazon SES) is a  scalable, bulk, transactional email-sending service for businesses and developers.",mx,1360242000000,1416096000000,yes,http://aws.amazon.com/ses/,
