,Name,Categories,Description,Tag,FirstDetected,LastDetected,IsPremium,Link,Parent
32,Drupal,['Open Source'],An engine suitable to setup or build a content driven or community driven website. Modular design allows flexibility in design.,cms,1254466800000,1601017200000,no,http://www.drupal.org,
33,Yahoo User Interface,['JavaScript Library'],"The Yahoo! User Interface (YUI) Library is a set of utilities and controls, written in JavaScript, for building richly interactive web applications using techniques such as DOM scripting, DHTML and AJAX.",javascript,1254466800000,1367676000000,no,http://developer.yahoo.com/yui/,
34,jQuery Cycle,['jQuery Plugin'],A slideshow plugin for JQuery that supports many different types of transition effects.,javascript,1254466800000,1518735600000,no,http://jquery.malsup.com/cycle/,jQuery
35,RSS,,"A family of web feed formats used to publish frequently updated content such as blog entries, news headlines or podcasts.",feeds,1254466800000,1618383600000,no,http://en.wikipedia.org/wiki/RSS_(file_format),
36,SWFObject,,SWFObject is a small Javascript file used for embedding Adobe Flash content. The script can detect the Flash plug-in in all major web browsers (on Mac and PC) and is designed to make embedding Flash movies as easy as possible.,javascript,1294059600000,1301839200000,no,http://blog.deconcept.com/swfobject/,
37,Akamai,,Akamai provides a distributed computing platform for global Internet content and application delivery.,cdn,1294059600000,1614844800000,no,http://akamai.com,
38,Twitter CDN,,"This page contains content sourced from the Twitter CDN, either by the use of Widgets or linking to image content on twimg.com currently hosted by Akamai and Amazon.",cdn,1294059600000,1610438400000,no,http://twitter.com,
39,Apache,,Apache has been the most popular web server on the Internet since April 1996.,Web Server,1294059600000,1611648000000,no,http://httpd.apache.org/,
40,Debian,,Debian is a free operating system (OS) for your computer.,Server,1294059600000,1518735600000,no,http://www.debian.org,
41,mod_ssl,,This module provides strong cryptography for the Apache 1.3 webserver via the Secure Sockets Layer (SSL v2/v3) and Transport Layer Security (TLS v1) protocols,Server,1294059600000,1518735600000,no,http://www.modssl.org/,
42,OpenSSL,,"The OpenSSL Project is a collaborative effort to develop a robust, commercial-grade, full-featured, and Open Source toolkit implementing the Secure Sockets Layer (SSL v2/v3) and Transport Layer Security (TLS v1) protocols as well as a full-strength general purpose cryptography library.",Server,1294059600000,1518735600000,no,http://openssl.org,
43,SSL by Default,,The website redirects traffic to an HTTPS/SSL version by default.,ssl,1390518000000,1636268400000,no,http://trends.builtwith.com/ssl,
44,Google Analytics,"['Application Performance', 'Audience Measurement', 'Visitor Count Tracking']",Google Analytics offers a host of compelling features and benefits for everyone from senior executives and advertising and marketing professionals to site owners and content developers.,analytics,1210575600000,1636268400000,no,http://google.com/analytics,
45,CloudFront,,"Amazon CloudFront is a web service for content delivery. It integrates with other Amazon Web Services to give developers and businesses an easy way to distribute content to end users with low latency, high data transfer speeds, and no commitments.",cdn,1392332400000,1636268400000,no,http://aws.amazon.com/cloudfront/,
46,Sendgrid,['Transactional Email'],SendGrid's cloud-based email infrastructure provides businesses with email delivery management.,mx,1395356400000,1636268400000,yes,http://sendgrid.com/,
47,SPF,,The Sender Policy Framework is an open standard specifying a technical method to prevent sender address forgery.,mx,1397084400000,1636268400000,no,http://www.openspf.org/,
48,PHP,,PHP is a widely used general-purpose scripting language that is especially suited for Web development and can be embedded into HTML.,framework,1400540400000,1547766000000,no,http://www.php.net,
49,OpenSSL 1.0.1,,OpenSSL version 1.0.1,Server,1400540400000,1518735600000,no,http://www.openssl.org,OpenSSL
50,Font Awesome,['Fonts'],Iconic font and CSS toolkit.,widgets,1407970800000,1636268400000,no,http://fontawesome.io,
51,Drupal 7,,Version 7 of Drupal.,cms,1407970800000,1601017200000,no,http://www.drupal.org/drupal-7.0,Drupal
52,BugHerd,,Simple issue tracking for web developers.,javascript,1407970800000,1601017200000,yes,http://bugherd.com,
53,nginx,,nginx [engine x] is a HTTP server and mail proxy server written by Igor Sysoev.,Web Server,1407970800000,1633244400000,no,http://nginx.net/,
54,jQuery Waypoints,,Waypoints is a small jQuery plugin that makes it easy to execute a function whenever you scroll to an element.,javascript,1407970800000,1601017200000,no,http://imakewebthings.github.com/jquery-waypoints/,jQuery
55,jQuery Once,['jQuery Plugin'],Filters out all elements that had the same filter applied on them before. ,javascript,1407970800000,1622098800000,no,http://plugins.jquery.com/once/,jQuery
56,html5shiv,['Compatibility'],HTML5 IE enabling script shim.,javascript,1407970800000,1601017200000,no,https://github.com/afarkas/html5shiv,
57,FitVids.JS,['jQuery Plugin'],"A lightweight, easy-to-use jQuery plugin for fluid width video embeds.",javascript,1407970800000,1601017200000,no,http://fitvidsjs.com/,
58,Varnish,,Varnish is a web accelerator / reverse proxy caching server.,Web Server,1407970800000,1601017200000,no,http://varnish-software.com/,
59,FlexSlider,"['jQuery Plugin', 'Slider']",jQuery Slider toolkit from Woothemes.,javascript,1407970800000,1449097200000,no,http://www.woothemes.com/flexslider,
60,jQuery Placeholder,['jQuery Plugin'],The jQuery placeholder easily allows you to emulate the placeholder attribute on input fields for all browsers.,javascript,1407970800000,1633244400000,no,https://github.com/mathiasbynens/jquery-placeholder,jQuery
61,CDN JS,,CloudFlare's CDN with popular javascript frameworks available.,cdn,1407970800000,1634626800000,no,http://cdnjs.com,
62,Cloudflare,,Automatically optimizes the delivery of your web pages so your visitors get the fastest page load times and best performance.,cdn,1407970800000,1636268400000,no,http://www.cloudflare.com/,
63,Google Universal Analytics,,"The analytics.js JavaScript snippet is a new way to measure how users interact with your website. It is similar to the previous Google tracking code, ga.js, but offers more flexibility for developers to customize their implementations.",analytics,1407970800000,1634626800000,no,https://developers.google.com/analytics/devguides/collection/analyticsjs/,Google Analytics
64,Rackspace,"['US hosting', 'Dedicated Hosting']","Fanatical Support web hosting from global hosting provider Rackspace, encompassing SliceHost.",hosting,1408575600000,1510614000000,no,http://www.rackspace.com,
65,DaCast,,Streaming as a service provider.,media,1409180400000,1601017200000,no,http://dacast.com,
66,Viewport Meta,,This page uses the viewport meta tag which means the content may be optimized for mobile content.,mobile,1413331200000,1636268400000,no,https://developers.google.com/speed/docs/insights/ConfigureViewport,
67,BootstrapCDN,,"Bootstrap CDN system - encompasses MaxCDN, NetDNA and Stackpath - donated to jsDelivr.",cdn,1422921600000,1633244400000,no,http://www.bootstrapcdn.com/,
68,CKEditor,,Web-based HTML text editor with powerful formatting capabilities. Previously known as FCKeditor.,widgets,1424044800000,1601017200000,no,http://www.fckeditor.net,
69,DoubleClick.Net,,"DoubleClick enables agencies, marketers and publishers to work together successfully and profit from their digital marketing investments.",ads,1424649600000,1636268400000,no,http://www.doubleclick.com,
70,Drupal Version 7.3x,,Version 7.3x of Drupal,cms,1429743600000,1446678000000,no,http://drupal.org,Drupal
71,Google Font API,['Fonts'],The Google Font API helps you add web fonts to any web page.,widgets,1434585600000,1634626800000,no,https://fonts.google.com,
72,GStatic Google Static Content,,Google has off-loaded static content (Javascript/Images/CSS) to a different domain name in an effort to reduce bandwidth usage and increase network performance for the end user.,cdn,1434585600000,1574290800000,no,https://google.com,
73,Microsoft Exchange Online,['Business Email Hosting'],A rich hosted Exchange environment for every user without having to manage a server.,mx,1437436800000,1488322800000,no,http://www.microsoft.com/exchange/en-us/exchange-online-hosted-email.aspx,
74,Microsoft Azure DNS,,This domain is verified with Microsoft Azure.,mx,1437436800000,1544655600000,no,http://windowsazure.com,
75,Office 365 Mail,['Business Email Hosting'],Email sent from this domain has records showing Office 365 usage.,mx,1442102400000,1485990000000,no,https://products.office.com/en-us/business/office,
76,Drupal Version 7.4x,,Version 7.4x of Drupal,cms,1447282800000,1467846000000,no,http://drupal.org,Drupal
77,Dedicated Hosting,,This website is on an IP address not shared with other domains - it is more likely this website is not using shared hosting for this reason.,hosting,1458601200000,1510095600000,no,https://en.wikipedia.org/wiki/Dedicated_hosting_service,
78,New Relic,['Application Performance'],New Relic is a dashboard used to keep an eye on application health and availability while monitoring real user experience.,analytics,1467241200000,1601017200000,no,http://newrelic.com/,
79,Google Tag Manager,['Tag Management'],Tag management that lets you add and update website tags without changes to underlying website code.,widgets,1470178800000,1636268400000,no,http://google.com/tagmanager,
80,Facebook Custom Audiences,['Retargeting / Remarketing'],Custom Audiences from your website makes it possible to reach people who visit your website and deliver the right message to them on Facebook.,ads,1499382000000,1632553200000,no,https://developers.facebook.com/docs/reference/ads-api/custom-audience-website,
81,DoubleClick Floodlight,,Floodlight is feature of DoubleClick ads that allows advertisers to capture and report on the actions of users who visit their website after viewing or clicking on one of the advertiser's ads.,analytics,1499382000000,1632553200000,no,http://www.google.com/support/dfa/partner/bin/static.py?page=guide.cs&guide=28818,
82,Facebook Signal,,"Journalists use Signal to surface relevant trends, photos, videos and posts from Facebook and Instagram for use in their storytelling and reporting.",analytics,1504479600000,1632553200000,no,https://www.facebook.com/facebookmedia/get-started/signal,
83,Google Analytics Enhanced Link Attribution,,Lets you see separate information for multiple links on a page that all have the same destination.,analytics,1509836400000,1574290800000,no,https://support.google.com/analytics/answer/2558867?hl=en,Google Analytics
84,Fastly,['Application Performance'],Real-time Analytics and CDN platform. Analyze your web and server traffic patterns in real-time.,analytics,1510959600000,1601017200000,no,http://fastly.net,
85,Nationbuilder Link,,Community management platform.,link,1510095600000,1636268400000,no,http://nationbuilder.com,
86,Fastly Hosted,,Hosted at Fastly,hosting,1511996400000,1634626800000,no,http://fastly.net,
87,LetsEncrypt,['Root Authority'],Let’s Encrypt is a free open Certificate Authority.,ssl,1511996400000,1634626800000,no,https://letsencrypt.org,
88,IPv6,,The website has an IPv6 record.,Server,1511996400000,1636268400000,no,http://en.wikipedia.org/wiki/IPv6,
89,Facebook Pixel,,Facebook Pixel is Facebooks conversion tracking system for ads on Facebook to websites.,analytics,1520290800000,1632553200000,no,https://www.facebook.com/business/help/952192354843755,
90,Pantheon,['Cloud Hosting'],Drupal and WordPress hosting company.,hosting,1523660400000,1601017200000,no,http://www.pantheon.io,
91,IPhone / Mobile Compatible,,The website contains code that allows the page to support IPhone / Mobile Content.,mobile,1526943600000,1636268400000,no,http://apple.com,
92,Facebook Conversion Tracking,['Conversion Optimization'],"Conversion tracking functionality from Facebook, allows a user to track advertisement clicks.",analytics,1533596400000,1610438400000,no,http://www.facebook.com/help/?page=994,
93,Have I Been Pwned,,Domain ownership verification for haveibeenpwned provides site owners with access to reports of email addresses associated with there domain found in data breaches.,widgets,1538521200000,1636268400000,no,https://haveibeenpwned.com/DomainSearch,
94,Google Apps for Business,['Business Email Hosting'],"Web-based email, calendar, and documents for teams. Renamed to Google Apps for Work, but now known as G Suite from Google Cloud.",mx,1538521200000,1636268400000,no,http://www.google.com/a,
95,Global Site Tag,,"Google's primary tag for Google Measurement/Conversion Tracking, Adwords and DoubleClick.",analytics,1554073200000,1631170800000,no,https://support.google.com/adwords/answer/7548399,
96,Google Floodlight Counter,,The Floodlight Counter tag allows you to count the number of times someone visits your site after clicking on an advertisement for it.,ads,1563318000000,1636268400000,no,https://support.google.com/tagmanager/answer/6107168?hl=en,
97,NationBuilder,['Community CMS'],Community Organizing System - both a website and a people database.,cms,1577142000000,1636268400000,yes,http://nationbuilder.com,
98,Ruby on Rails Token,,Ruby on Rails is an open-source web framework that is optimized for programmer happiness and sustainable productivity. Note that Ruby on Rails has two detection techniques and this is one of them.,framework,1577142000000,1636268400000,no,http://www.rubyonrails.org/,
99,AJAX Libraries API,,"The AJAX Libraries API is a content distribution network and loading architecture for the most popular, open source JavaScript libraries.",cdn,1577142000000,1636268400000,no,http://code.google.com/apis/ajaxlibs/documentation/,
100,Google Hosted Libraries,,"Google Hosted Libraries is a globally available content distribution network for the most popular, open-source JavaScript libraries.",javascript,1577142000000,1636268400000,no,https://developers.google.com/speed/libraries/,
101,Google Hosted jQuery UI,,jQuery UI hosted at Google.,javascript,1577142000000,1636268400000,no,https://developers.google.com/speed/libraries/,Google Hosted Libraries
102,Twitter Platform,,The page embeds the Twitter platform in one method or another.,javascript,1577142000000,1636268400000,no,http://twitter.com/about/resources,
103,Google Plus One Platform,,Google+ API functionality.,widgets,1577142000000,1636268400000,no,https://developers.google.com/+/,
104,Typekit,,Typekit is the easiest way to use real fonts on the web. It's a subscription-based service for linking to high-quality Open Type fonts from some of the world's best type foundries.,widgets,1577142000000,1636268400000,no,http://typekit.com,
105,Google Analytics Classic,,Classic Google Analytics - sites that are using non-universal analytics code.,analytics,1210575600000,1636268400000,no,https://developers.google.com/analytics/devguides/collection/gajs/,Google Analytics
106,Google Analytics Anonymize IP,,Tell Google Analytics to anonymize the information sent by the tracker objects by removing the last octet of the IP address prior to its storage.,analytics,1577142000000,1636268400000,no,http://code.google.com/apis/analytics/docs/gaJS/gaJSApi_gat.html,Google Analytics
107,searchIQ,['Site Search'],Wordpress search system.,widgets,1577142000000,1636268400000,maybe,https://www.searchiq.xyz/,
108,Twitter Timeline,,"Add your tweets, favourites or searches as a timeline to the website.",widgets,1577142000000,1636268400000,no,http://twitter.com/settings/widgets,
109,TurboLinks,,Turbolinks is a recompilation speed up tool for Ruby on Rails.,widgets,1577142000000,1618383600000,no,https://github.com/rails/turbolinks,
110,Rack Cache,,Rack::Cache is a component to enable HTTP caching for Rack-based applications such as Rails.,Web Server,1577142000000,1636268400000,no,http://rtomayko.github.com/rack-cache/,
111,Google Webmaster,,Webmaster tools provide you with a free and easy way to make your site more Google-friendly.,Web Master,1580684400000,1636268400000,no,http://www.google.com/webmasters/,
112,MSN/Bing Webmaster,,Site registered at MSN/Bing Webmaster.,Web Master,1580684400000,1636268400000,no,http://webmaster.live.com,
113,Modernizr,['Compatibility'],Modernizr allows you to target specific browser functionality in your stylesheet.,javascript,1581980400000,1631170800000,no,http://www.modernizr.com,
114,yepnope,,yepnope is an asynchronous conditional resource loader that allows you to load only the scripts that your users need.,javascript,1581980400000,1590966000000,no,http://yepnopejs.com/,
115,Webshim Polyfill,,"Webshim is a polyfill library that enables you to reliably use HTML5 features across browsers, even if native support is lacking. ",javascript,1581980400000,1590966000000,no,http://afarkas.github.io/webshim/demos/index.html,
116,es6 promise,,A polyfill for ES6-style Promises.,javascript,1589065200000,1636268400000,no,https://github.com/stefanpenner/es6-promise,
117,DMARC,['DMARC'],A technical specification created by a group of organizations that want to help reduce the potential for email-based abuse,mx,1589065200000,1636268400000,no,http://www.dmarc.org,
118,Akamai Hosted,['US hosting'],Data network CDN provider.,hosting,1589065200000,1611648000000,no,http://akamai.com,
119,COVID-19,,This website mentions COVID-19 / Novel Coronavirus.,widgets,1589410800000,1636268400000,no,https://www.who.int/emergencies/diseases/novel-coronavirus-2019,
120,Ruby on Rails,,Ruby on Rails is an open-source web framework that is optimized for programmer happiness and sustainable productivity.,framework,1591052400000,1633158000000,no,http://www.rubyonrails.org/,
121,jQuery Mobile,,"A unified user interface system across all popular mobile device platforms, built on jQuery and jQuery UI foundation.",javascript,1591052400000,1633158000000,no,http://jquerymobile.com,jQuery
122,TinyMCE,,TinyMCE editor.,widgets,1591052400000,1599030000000,no,https://github.com/tinymce/tinymce-dist,
123,Google Conversion Linker,,Detects the ad click information in your conversion page URLs and stores this information to associate an ad click with a conversion.,analytics,1595314800000,1636268400000,no,https://support.google.com/tagmanager/answer/7549390?hl=en,
124,Google Floodlight Sales,,Implementation of the Google Floodlight Sales Google Marketing Platform system.,ads,1599289200000,1636268400000,no,https://support.google.com/dcm/answer/2823388?visit_id=636940009201696642-2210473010&rd=1,
125,Postmark,['Transactional Email'],Email delivery for web apps.,mx,1601017200000,1636268400000,yes,http://postmarkapp.com,
126,Facebook Login,['Login'],A way for users to log into your app using Facebook.,widgets,1601622000000,1632553200000,no,https://developers.facebook.com/docs/facebook-login/,
127,Copyright Year 1996,,Webpage has a copyright year of 1996 with no detectable mention of the current year.,copyright,1609920000000,1612684800000,no,https://en.wikipedia.org/wiki/Copyright,
128,Ruby,['Live Chat'],Live virtual receptionists and chat specialists.,widgets,1609574400000,1633158000000,yes,https://www.ruby.com/,
129,Cloudflare SSL,,SSL solutions from Cloudflare,ssl,1612512000000,1636268400000,no,http://cloudflare.com,
130,Cloudflare Hosting,"['US hosting', 'Cloud Hosting', 'Cloud PaaS']",Supercharged web hosting service.,hosting,1612684800000,1636268400000,no,http://cloudflare.com,
131,Events Page,,"The website contains a link to an ""Events"" or ""Calendar"" page.",link,1614931200000,1636268400000,no,https://kb.builtwith.com/special-reports/link-tracking/,
132,Members Page,,The website contains a link to a members page or a members portal type or a membership page.,link,1616223600000,1636268400000,no,https://kb.builtwith.com/special-reports/link-tracking/,
133,Careers,,The website contains a link to a careers / job opportunities / work with us style page.,link,1622098800000,1636268400000,no,https://kb.builtwith.com/special-reports/link-tracking/,
134,lodash,['JavaScript Library'],Lo-dash is an alternative and a drop-in replacement for Underscore.js.,javascript,1625209200000,1633158000000,no,http://lodash.com/,
135,Typeform,['Feedback Forms and Surveys'],Simple well designed forms widget.,widgets,1631170800000,1632553200000,maybe,http://typeform.com,
136,Snap Pixel,,"With the Snap Pixel, advertisers can track their customers journey. Snapchat Ads.",ads,1631170800000,1632553200000,no,https://forbusiness.snapchat.com/measurement/,
137,Intersection Observer,,API that can be used to understand the visibility and position of DOM elements relative to a containing element or to the top-level viewport.,javascript,1632553200000,1636268400000,no,https://www.w3.org/TR/intersection-observer/,
138,Hier Menus,,HierMenus provides DHTML-based cross-browser navigation of your Web site through drop down and pop-up menus.,javascript,1011600000000,1191222000000,no,http://www.hiermenuscentral.com/,
139,Flash Object,,A javascript library for embedding Flash Objects.,javascript,1128150000000,1191222000000,no,http://blog.deconcept.com/2006/01/17/flashobject-1-3-released/,
140,Adobe Dreamweaver,,"Based on the use of certain javascript functions, this page contains code generated, at least initially, by Dreamweaver.",framework,1210575600000,1210575600000,no,http://www.adobe.com/products/dreamweaver,
141,ie7-js,,IE7 is a JavaScript library to make Microsoft Internet Explorer behave like a standards-compliant browser.,javascript,1210575600000,1633244400000,no,http://code.google.com/p/ie7-js/,
142,Ubercart,['Open Source'],Open source e-commerce package that fully integrates an online store with Drupal.,shop,1254466800000,1263369600000,no,http://ubercart.org,
143,Euro,['Currency'],The website uses the € symbol on its website - meaning it may accept payment in Euros.,payment,1254466800000,1263369600000,no,https://en.wikipedia.org/wiki/Euro,
144,EmbedSocial,['Social Sharing'],"Embed Facebook, Twitter and Instagram photos in your website.",widgets,1636268400000,1636268400000,maybe,https://embedsocial.com/,
