,Name,Categories,Description,Tag,FirstDetected,LastDetected,IsPremium,Link,Parent
22,Facebook Like,['Social Sharing'],"Allows users to Like items they find on the web, similar to how you Like items within Facebook.",widgets,1341496800000,1427760000000,no,http://developers.facebook.com/docs/reference/plugins/like,
23,Facebook Like Box,,The use of a fan page Like box Facebook page integration.,widgets,1341496800000,1436918400000,no,http://developers.facebook.com/docs/reference/plugins/like-box,
24,W3 Total Cache,,The fastest and most complete WordPress performance optimization plugin.,widgets,1341496800000,1423180800000,no,http://www.w3-edge.com/wordpress-plugins/w3-total-cache/,
25,Debian,,Debian is a free operating system (OS) for your computer.,Server,1341496800000,1608019200000,no,http://www.debian.org,
26,jQuery,['JavaScript Library'],"JQuery is a fast, concise, JavaScript Library that simplifies how you traverse HTML documents, handle events, perform animations, and add Ajax interactions to your web pages. jQuery is designed to change the way that you write JavaScript.",javascript,1294059600000,1636268400000,no,http://jquery.com,jQuery
27,jQuery Tools,['jQuery Plugin'],A collection of the most important user-interface components for todays websites.,javascript,1294059600000,1338472800000,no,http://flowplayer.org/tools/,jQuery
28,PNG Fix,['Compatibility'],Fixes PNG handling in IE,javascript,1294059600000,1338472800000,no,http://homepage.ntlworld.com/bobosola/pnghowto.htm,
29,Facebook Like Button,,The code to implement a Facebook Like Button on the page.,widgets,1294059600000,1348668000000,no,http://developers.facebook.com/docs/reference/plugins/like/,
30,Google Analytics,"['Application Performance', 'Audience Measurement', 'Visitor Count Tracking']",Google Analytics offers a host of compelling features and benefits for everyone from senior executives and advertising and marketing professionals to site owners and content developers.,analytics,1294059600000,1636268400000,no,http://google.com/analytics,
31,PHP,,PHP is a widely used general-purpose scripting language that is especially suited for Web development and can be embedded into HTML.,framework,1294059600000,1633158000000,no,http://www.php.net,
32,Varnish,,Varnish is a web accelerator / reverse proxy caching server.,Web Server,1294059600000,1338472800000,no,http://varnish-software.com/,
33,Apache,,Apache has been the most popular web server on the Internet since April 1996.,Web Server,1294059600000,1636182000000,no,http://httpd.apache.org/,
34,CentOS,,CentOS is an Enterprise-class Linux Distribution derived from sources freely provided to the public by a prominent North American Enterprise Linux vendor.  CentOS conforms fully with the upstream vendors redistribution policy and aims to be 100% binary compatible.,Server,1294059600000,1338472800000,no,http://centos.org,
35,yepnope,,yepnope is an asynchronous conditional resource loader that allows you to load only the scripts that your users need.,javascript,1392332400000,1561330800000,no,http://yepnopejs.com/,
36,SPF,,The Sender Policy Framework is an open standard specifying a technical method to prevent sender address forgery.,mx,1397084400000,1636268400000,no,http://www.openspf.org/,
37,CloudFront,,"Amazon CloudFront is a web service for content delivery. It integrates with other Amazon Web Services to give developers and businesses an easy way to distribute content to end users with low latency, high data transfer speeds, and no commitments.",cdn,1402527600000,1510095600000,no,http://aws.amazon.com/cloudfront/,
38,KISSmetrics,"['A/B Testing', 'Conversion Optimization', 'Site Optimization']",Helps measure results and improve them with analytics from KISSmetrics.,analytics,1402527600000,1436918400000,yes,http://kissmetrics.com,
39,html5shiv,['Compatibility'],HTML5 IE enabling script shim.,javascript,1402873200000,1627196400000,no,https://github.com/afarkas/html5shiv,
40,Google Universal Analytics,,"The analytics.js JavaScript snippet is a new way to measure how users interact with your website. It is similar to the previous Google tracking code, ga.js, but offers more flexibility for developers to customize their implementations.",analytics,1408575600000,1636268400000,no,https://developers.google.com/analytics/devguides/collection/analyticsjs/,Google Analytics
41,DoubleClick.Net,,"DoubleClick enables agencies, marketers and publishers to work together successfully and profit from their digital marketing investments.",ads,1408838400000,1636268400000,no,http://www.doubleclick.com,
42,Apache 2.4,,Apache version 2.4.*,Web Server,1411516800000,1636182000000,no,http://httpd.apache.org/docs/2.4,Apache
43,Red Hat Enterprise Linux,,"Red Hat Enterprise Linux (often abbreviated to RHEL) is a Linux distribution produced by Red Hat and targeted toward the commercial market, including mainframes.",Server,1411516800000,1598137200000,no,http://www.redhat.com,
44,Amazon,"['Cloud Hosting', 'Cloud PaaS']",This site is hosted on Amazon AWS EC2 Infrastructure.,hosting,1412121600000,1636268400000,no,http://aws.amazon.com,
45,Amazon Oregon Region,['US hosting'],Amazon Hosted EC2 Instances in Oregon,hosting,1412121600000,1636268400000,no,http://aws.amazon.com,Amazon
46,YouTube,"['Live Stream / Webcast', 'Online Video Platform', 'Social Video Platform']",Embedded videos from YouTube.,media,1418338800000,1632553200000,no,http://youtube.com,
47,qTranslate,['Translation'],Adds multilingual content administration to a WordPress blog.,widgets,1418338800000,1436918400000,no,http://wordpress.org/plugins/qtranslate/,
48,WordPress 4.0,,WordPress version 4.0.*,cms,1418338800000,1436918400000,no,http://codex.wordpress.org/Version_4.0,WordPress
49,Google Conversion Tracking,"['Conversion Optimization', 'Conversion Tracking']","This free tool in AdWords can show you what happens after customers click your ad (for example, whether they purchased your product, called from a mobile phone or downloaded your app).",analytics,1421881200000,1436917001361,no,https://support.google.com/adwords/answer/1722054,
50,Google Remarketing,['Retargeting / Remarketing'],Google code specifically for remarketing/retargeting based advertising.,ads,1421881200000,1436918400000,no,http://www.google.com.au/ads/innovations/remarketing.html,
51,GStatic Google Static Content,,Google has off-loaded static content (Javascript/Images/CSS) to a different domain name in an effort to reduce bandwidth usage and increase network performance for the end user.,cdn,1432767600000,1613980800000,no,https://google.com,
52,GlobalSign,['Root Authority'],Certificate provided by GlobalSign.,ssl,1433116800000,1445468400000,no,http://globalsign.com,
53,Cloudflare SSL,,SSL solutions from Cloudflare,ssl,1433116800000,1636268400000,no,http://cloudflare.com,
54,Cloudflare DNS,,DNS services provided by Cloudflare.,ns,1433203200000,1636268400000,no,http://cloudflare.com,
55,nginx,,nginx [engine x] is a HTTP server and mail proxy server written by Igor Sysoev.,Web Server,1433203200000,1636268400000,no,http://nginx.net/,
56,Cloudflare Hosting,"['US hosting', 'Cloud Hosting', 'Cloud PaaS']",Supercharged web hosting service.,hosting,1433203200000,1636268400000,no,http://cloudflare.com,
57,Cloudflare,,Automatically optimizes the delivery of your web pages so your visitors get the fastest page load times and best performance.,cdn,1433203200000,1636268400000,no,http://www.cloudflare.com/,
58,Viewport Meta,,This page uses the viewport meta tag which means the content may be optimized for mobile content.,mobile,1434672000000,1636268400000,no,https://developers.google.com/speed/docs/insights/ConfigureViewport,
59,AJAX Libraries API,,"The AJAX Libraries API is a content distribution network and loading architecture for the most popular, open source JavaScript libraries.",cdn,1437516664786,1623740400000,no,http://code.google.com/apis/ajaxlibs/documentation/,
60,Google Hosted Libraries,,"Google Hosted Libraries is a globally available content distribution network for the most popular, open-source JavaScript libraries.",javascript,1437516664786,1623740400000,no,https://developers.google.com/speed/libraries/,
61,Google Hosted jQuery,,jQuery hoted at Google.,javascript,1437516664786,1623740400000,no,https://developers.google.com/speed/libraries/,Google Hosted Libraries
62,jQuery 1.11.1,,jQuery version 1.11.1,javascript,1437516664786,1598137200000,no,http://blog.jquery.com/2014/05/01/jquery-1-11-1-and-2-1-1-released/,jQuery
63,Wordpress 4.2,,WordPress version 4.2.*,cms,1437516664786,1440558871345,no,http://codex.wordpress.org/Version_4.2,WordPress
64,Google Hosted Web Font Loader,,Web Font Loader hosted at Google.,javascript,1437516664786,1619420400000,no,https://developers.google.com/speed/libraries/,Google Hosted Libraries
65,WebFont Loader,,"WebFont Loader gives you added control when using linked fonts via @font-face, from Typekit.",javascript,1437516664786,1619420400000,no,https://github.com/typekit/webfontloader,
66,Apple Mobile Web Clips Icon,,"This page contains an icon for iPhone, iPad and iTouch devices.",mobile,1437516664786,1636268400000,no,http://developer.apple.com/library/iOS/#documentation/AppleApplications/Reference/SafariWebContent/ConfiguringWebApplications/ConfiguringWebApplications.html,
67,CDN JS,,CloudFlare's CDN with popular javascript frameworks available.,cdn,1437516664786,1598137200000,no,http://cdnjs.com,
68,Google Font API,['Fonts'],The Google Font API helps you add web fonts to any web page.,widgets,1437606000000,1636268400000,no,https://fonts.google.com,
69,Sendgrid,['Transactional Email'],SendGrid's cloud-based email infrastructure provides businesses with email delivery management.,mx,1437519600000,1636268400000,yes,http://sendgrid.com/,
70,Microsoft Azure DNS,,This domain is verified with Microsoft Azure.,mx,1439942400000,1636268400000,no,http://windowsazure.com,
71,Wordpress 4.3,,WordPress version 4.3.*,cms,1440892800000,1598137200000,no,http://codex.wordpress.org/Version_4.3,WordPress
72,Wordpress Daily Activity,,The WordPress site has new blog activity on a daily interval.,cms,1440370800000,1458601200000,no,http://wordpress.com,WordPress
73,Comodo PositiveSSL,,Comodo Positive SSL certificate.,ssl,1446073200000,1584140400000,no,http://www.positivessl.com/ssl-certificate-positivessl.php,
74,Comodo SSL,['Root Authority'],Certificate provided by Comodo.,ssl,1446073200000,1584140400000,no,http://comodo.com,
75,WordPress Weekly Activity,['Blog'],The WordPress site has new blog activity on a weekly interval.,cms,1449788400000,1449788400000,no,http://wordpress.com,WordPress
76,Facebook Custom Audiences,['Retargeting / Remarketing'],Custom Audiences from your website makes it possible to reach people who visit your website and deliver the right message to them on Facebook.,ads,1453766400000,1636268400000,no,https://developers.facebook.com/docs/reference/ads-api/custom-audience-website,
77,Facebook SDK,," JavaScript SDK enables you to access all of the features of the Graph API via JavaScript, and it provides a rich set of client-side functionality for authentication and sharing. It differs from Facebook Connect.",javascript,1453766400000,1636268400000,no,http://developers.facebook.com/docs/reference/javascript/,
78,Facebook for Websites,,Allows a user to make a website more sociable and connected with integrations from the hugely popular Facebook website.,javascript,1453766400000,1636268400000,no,http://developers.facebook.com/,
79,MailChimp SPF,['Campaign Management'],This site has an SPF record for MailChimp managed email sending.,mx,1456959600000,1636268400000,maybe,http://mailchimp.com,
80,Chinese HREF LANG,,This webpage has alternate versions available in Chinese via the use of the hreflang tag.,language,1458114825063,1598137200000,no,https://support.google.com/webmasters/answer/189077?hl=en,
81,Hindi HREF LANG,,This webpage has alternate versions available in Hindi via the use of the hreflang tag.,language,1458114825063,1598137200000,no,https://support.google.com/webmasters/answer/189077?hl=en,
82,English HREF LANG,,This webpage has alternate versions available in English via the use of the hreflang tag.,language,1458114825063,1636268400000,no,https://support.google.com/webmasters/answer/189077?hl=en,
83,SockJS,['Framework'],SockJS is a browser JavaScript library that provides a WebSocket-like object.,javascript,1461193200000,1471215600000,no,http://sockjs.org,
84,Smartlook,['Audience Measurement'],Records screens of real users on your website.,analytics,1465340400000,1510095600000,no,http://getsmartlook.com,
85,French HREF LANG,,This webpage has alternate versions available in French via the use of the hreflang tag.,language,1470783600000,1636268400000,no,https://support.google.com/webmasters/answer/189077?hl=en,
86,IPv6,,The website has an IPv6 record.,Server,1476572400000,1636268400000,no,http://en.wikipedia.org/wiki/IPv6,
87,Webflow,,"Webflow is a website builder for designing custom, professional websites without code.",cms,1481151600000,1561330800000,no,http://webflow.com,
88,OpenSSL,,"The OpenSSL Project is a collaborative effort to develop a robust, commercial-grade, full-featured, and Open Source toolkit implementing the Secure Sockets Layer (SSL v2/v3) and Transport Layer Security (TLS v1) protocols as well as a full-strength general purpose cryptography library.",Server,1488582000000,1636182000000,no,http://openssl.org,
89,OpenSSL 1.0.1,,OpenSSL version 1.0.1,Server,1488582000000,1598137200000,no,http://www.openssl.org,OpenSSL
90,Entrust SSL,['Root Authority'],Certificate provided by Entrust.,ssl,1494025200000,1634540400000,no,http://www.entrust.net,
91,BootstrapCDN,,"Bootstrap CDN system - encompasses MaxCDN, NetDNA and Stackpath - donated to jsDelivr.",cdn,1496358000000,1636182000000,no,http://www.bootstrapcdn.com/,
92,Font Awesome,['Fonts'],Iconic font and CSS toolkit.,widgets,1496358000000,1636182000000,no,http://fontawesome.io,
93,Facebook Signal,,"Journalists use Signal to surface relevant trends, photos, videos and posts from Facebook and Instagram for use in their storytelling and reporting.",analytics,1501801200000,1623481200000,no,https://www.facebook.com/facebookmedia/get-started/signal,
94,Respond,['Compatibility'],"A fast & lightweight polyfill for min/max-width CSS3 Media Queries (for IE 6-8, and more)",javascript,1502233200000,1627196400000,no,https://github.com/scottjehl/Respond,
95,Amazon Elastic Load Balancing,['Cloud PaaS'],Elastic Load Balancing automatically distributes incoming application traffic across multiple Amazon EC2 instances in the cloud.,hosting,1524524400000,1636182000000,yes,http://aws.amazon.com/elasticloadbalancing/,
96,SSL by Default,,The website redirects traffic to an HTTPS/SSL version by default.,ssl,1525734000000,1636268400000,no,http://trends.builtwith.com/ssl,
97,IPhone / Mobile Compatible,,The website contains code that allows the page to support IPhone / Mobile Content.,mobile,1526338800000,1636268400000,no,http://apple.com,
98,Facebook Conversion Tracking,['Conversion Optimization'],"Conversion tracking functionality from Facebook, allows a user to track advertisement clicks.",analytics,1531436400000,1636268400000,no,http://www.facebook.com/help/?page=994,
99,Careers,,The website contains a link to a careers / job opportunities / work with us style page.,link,1537138800000,1636268400000,no,https://kb.builtwith.com/special-reports/link-tracking/,
100,Amazon S3 CDN,,Amazon S3 is storage for the Internet. It is designed to make web-scale computing easier for developers.,cdns,1541286000000,1636268400000,no,http://aws.amazon.com/s3/,
101,jQuery CDN,,The jQuery Amazon S3 Content Delivery Network,cdn,1551135600000,1636268400000,no,http://blog.jquery.com/2008/11/19/cloudfront-cdn-for-jquery/,
102,jQuery 3.3.1,,jQuery version 3.3.1,javascript,1552431600000,1598137200000,no,https://blog.jquery.com/2018/01/20/jquery-3-3-1-fixed-dependencies-in-release-tag/,jQuery
103,Google Tag Manager,['Tag Management'],Tag management that lets you add and update website tags without changes to underlying website code.,widgets,1555023600000,1636268400000,no,http://google.com/tagmanager,
104,Korean HREF LANG,,This webpage has alternate versions available in Korean via the use of the hreflang tag.,language,1555196400000,1598137200000,no,https://support.google.com/webmasters/answer/189077?hl=en,
105,Facebook Pixel,,Facebook Pixel is Facebooks conversion tracking system for ads on Facebook to websites.,analytics,1555196400000,1636268400000,no,https://www.facebook.com/business/help/952192354843755,
106,StackAdapt,,Content advertising strategy solution.,ads,1558566000000,1598137200000,no,http://stackadapt.com,
107,IponWeb BidSwitch,"['Ad Exchange', 'Fraud Prevention']","BidSwitch facilitates both Supply and Demand technology partners to efficiently and transparently connect, trade and manage multiple RTB partners.",ads,1558566000000,1613980800000,no,http://bidswitch.com,
108,AppNexus,"['Ad Exchange', 'Demand-side Platform']","Provides access to the major exchanges and aggregators, as well as cloud infrastructure scalable to billions of ad impressions a day with a layer of real-time decisioning on top.",ads,1558566000000,1611043200000,no,http://www.appnexus.com/,
109,Amazon Elastic Beanstalk,['Cloud PaaS'],AWS Elastic Beanstalk is a service for deploying and scaling web applications and services.,hosting,1562281200000,1636268400000,no,http://aws.amazon.com/elasticbeanstalk/,
110,Yoast Plugins,['WordPress Plugins'],SEO based plugins from Yoast.,widgets,1562886000000,1636268400000,no,http://yoast.com/wordpress/seo/,
111,Yoast SEO Premium,['WordPress Plugins'],Premium version of the Yoast WordPress Plugin.,widgets,1562886000000,1636268400000,yes,https://yoast.com/wordpress/plugins/seo-premium/,Yoast WordPress SEO Plugin
112,Yoast WordPress SEO Plugin,['WordPress Plugins'],"Functionality that helps you optimize your pages content, images titles, meta descriptions and more.",widgets,1562886000000,1636268400000,no,https://yoast.com/wordpress/plugins/seo/,Yoast Plugins
113,Sitelinks Search Box,['Site Search'],"With Google sitelinks search box, people can reach your content more quickly from search results.",widgets,1562886000000,1636268400000,no,https://developers.google.com/webmasters/richsnippets/sitelinkssearch?utm_source=wmc-blog&utm_medium=direct-referral&utm_campaign=sitelinks-searchbox,
114,Google Maps API,,Google Maps has a wide array of APIs that let you embed the functionality of Google Maps.,mapping,1562886000000,1570921200000,no,https://developers.google.com/maps/,
115,Google Maps,['Maps'],Google maps embedded into the webpage.,mapping,1562886000000,1570921200000,no,http://www.google.com/apis/maps/,
116,WPML Multilingual,['WordPress Plugins'],Multilingual platform support for WordPress.,widgets,1562886000000,1636268400000,maybe,http://wpml.org/,
117,Google Maps for Work,,Google Maps for work.,mapping,1562886000000,1570921200000,no,https://www.google.com/work/mapsearth/,Google Maps
118,Modernizr 3.1,,Modernizr version 3.1.*,javascript,1562886000000,1636268400000,no,https://modernizr.com/news/modernizr-3-1-0,Modernizr
119,Isotope,,A jQuery plugin for magical layouts,javascript,1562886000000,1636268400000,no,http://isotope.metafizzy.co,
120,imagesLoaded,,jQuery plugin for seeing if the images are loaded.,javascript,1562886000000,1636268400000,no,https://github.com/desandro/imagesloaded,
121,Slick JS,['Animation'],Fully responsive carousel library.,javascript,1562886000000,1636268400000,no,http://kenwheeler.github.io/slick,
122,AcuityAds,,Buying and selling of online advertising.,ads,1563231600000,1628146800000,no,http://acuityads.com,
123,Global Site Tag,,"Google's primary tag for Google Measurement/Conversion Tracking, Adwords and DoubleClick.",analytics,1563231600000,1636268400000,no,https://support.google.com/adwords/answer/7548399,
124,matchMedia,['Compatibility'],matchMedia polyfill for testing media queries in JS.,javascript,1563231600000,1619420400000,no,http://github.com/paulirish/matchMedia.js/,
125,Rubicon Project,,Advertising optimization service.,ads,1563231600000,1602486000000,no,http://rubiconproject.com,
126,Pubmatic,['Dynamic Creative Optimization'],PubMatic Enables Ad Optimization Across Every Ad Network,ads,1563231600000,1592002800000,no,http://pubmatic.com,
127,Index Exchange,,Index Exchange is the world's fastest growing provider of online media solutions. With a network reach of over half the US digital audience. Previously known as Casale Media.,ads,1563231600000,1590966000000,no,http://casalemedia.com,
128,Advertising.com,"['Ad Analytics', 'Ad Exchange', 'Ad Network']","Ad.com network reaches nearly 85% of all Internet users in the U.S., making us the biggest ad network in town - from Verizon Media.",ads,1563231600000,1613980800000,no,http://advertising.com,
129,Yahoo Small Business,,Yahoo advertising network and search engine marketing solutions.,ads,1563231600000,1602486000000,no,http://sem.smallbusiness.yahoo.com/searchenginemarketing/,
130,Openads/OpenX,['Ad Server'],"Openads offer ad serving software that is simple, reliable and totally independent. Best of all, it's free!",ads,1563231600000,1602486000000,no,http://openads.org,
131,TripleLift,,Native advertising system for the visual web.,ads,1563231600000,1613980800000,no,http://triplelift.com,
132,Lijit Widget,,Contains widgets by lijit providing revolutionary search tools and stats for your blog.,widgets,1563231600000,1589410800000,no,http://lijit.com,
133,eXelate,,The first and largest open marketplace for behavioral targeting data.,ads,1563231600000,1602486000000,no,http://www.exelate.com,
134,DemDex,"['Audience Targeting', 'Multi-Channel']","Demdex's turn-key audience management solutions make implementing a dynamic, multi-channel data strategy cost-effective and easy. Now known as Adobe Audience Manager.",ads,1563231600000,1589842800000,no,http://www.demdex.com/,
135,Adobe Audience Manager Sync,,DMP Platform from Adobe Cookie Sync.,ads,1563231600000,1589842800000,no,http://www.adobe.com/au/marketing-cloud/data-management-platform.html,
136,LiveRamp,"['Lead Generation', 'Marketing Automation']",CRM Retargeting & Data Onboarding app.,analytics,1563231600000,1587337200000,yes,http://liveramp.com/,
137,Rapleaf,['Marketing Automation'],Marketing automation tools with the necessary data to help brands keep their customers engaged. Now TowerData.,analytics,1563231600000,1587337200000,yes,http://www.rapleaf.com,
138,BlueKai,['Ad Exchange'],The BlueKai Data Exchange enables partners to buy and own data to boost ad targeting across any media.,ads,1563231600000,1602486000000,no,http://bluekai.com,
139,BlueKai DMP,['Data Management Platform'],BlueKai sites that specifically call a tags script.,ads,1563231600000,1602486000000,no,http://bluekai.com,BlueKai
140,The Trade Desk,['Demand-side Platform'],Data-driven marketing suite that offers marketers a single place to buy all forms of online media.,ads,1563231600000,1633935600000,no,http://www.thetradedesk.com,
141,Datonics,,"Datonics AlmondNet partners with data-owners and media-owners to provide consumers with relevant, privacy-sensitive ads.",ads,1563231600000,1601449200000,no,http://www.almondnet.com/,
142,Foundation,,A responsive front-end framework.,framework,1563231600000,1633158000000,no,http://foundation.zurb.com/,
143,jQuery Masonry,['UI'],Masonry is a layout plugin for jQuery. Think of it as the flip side of CSS floats.,javascript,1563231600000,1619420400000,no,http://desandro.com/resources/jquery-masonry/,jQuery
144,Fizzy UI Utils,,UI utilities & helpers,javascript,1563231600000,1619420400000,no,https://github.com/metafizzy/fizzy-ui-utils,
145,GSAP,['Animation'],"GSAP is a suite of tools for scripted, high-performance HTML5 animations that work in all major browsers from GreenSock.",javascript,1563231600000,1636268400000,no,http://greensock.com/gsap/,
146,Tapad,,Allows advertisers to engage the same consumer with consistent ads across multiple platforms.,ads,1572649200000,1613980800000,no,http://www.tapad.com/,
147,Burst Media,['Ad Network'],Internet advertising network representing specialty-content web sites.,ads,1573686000000,1602486000000,no,http://burstmedia.com,
148,Pound Sterling,['Currency'],The website uses the £ symbol on its website - meaning it may accept payment in this British currency.,payment,1573772400000,1602543600000,no,https://en.wikipedia.org/wiki/Pound_sign,
149,Lotame Crowd Control,,Data driven marketing advertising program provides social media sites with advance targeting,analytics,1575414000000,1587337200000,no,http://lotame.com,
150,COVID-19,,This website mentions COVID-19 / Novel Coronavirus.,widgets,1584140400000,1631257200000,no,https://www.who.int/emergencies/diseases/novel-coronavirus-2019,
151,Baidu Bot Disallow,,The website has disallow rules for Baidu Baiduspider bot.,robots,1593471600000,1636268400000,no,https://www.baidu.com/search/robots_english.html,
152,Exalead Bot Disallow,,The website has disallow rules for Exalead Exabot.,robots,1593471600000,1636268400000,no,https://www.exalead.com/search/webmasterguide,
153,Googlebot Disallow,,The website has disallow rules for Google Search Bot.,robots,1593471600000,1636268400000,no,https://developers.google.com/search/reference/robots_txt,
154,Slick,,Standalone CSS Selector Parser and Engine from MooTools.,javascript,1591052400000,1633158000000,no,https://github.com/mootools/slick,
155,Cloudflare Rocket Loader,['Application Performance'],Automatically optimizes your pages to minimize the number of network connections and ensure even third party resources won't slow down page rendering.,analytics,1599634800000,1636268400000,no,https://www.cloudflare.com/features-optimizer,
156,Japanese Yen,['Currency'],The website uses the ¥ symbol on its website - meaning it may accept payment in this Japanese currency.,payment,1602543600000,1602543600000,no,https://en.wikipedia.org/wiki/Japanese_yen,
157,Gravity Forms,['Feedback Forms and Surveys'],Contact Forms for WordPress.,widgets,1605394800000,1636268400000,yes,http://www.gravityforms.com/,
158,Mandrill,['Transactional Email'],Mandrill is an email infrastructure service. Detailed analytics offer insight to measure email performance.,mx,1608246000000,1636268400000,yes,http://mandrill.com/,
159,Typekit,,Typekit is the easiest way to use real fonts on the web. It's a subscription-based service for linking to high-quality Open Type fonts from some of the world's best type foundries.,widgets,1614672000000,1636268400000,no,http://typekit.com,
160,Events Page,,"The website contains a link to an ""Events"" or ""Calendar"" page.",link,1614931200000,1636268400000,no,https://kb.builtwith.com/special-reports/link-tracking/,
161,Members Page,,The website contains a link to a members page or a members portal type or a membership page.,link,1615935600000,1627196400000,no,https://kb.builtwith.com/special-reports/link-tracking/,
162,Microsoft Exchange Online,['Business Email Hosting'],A rich hosted Exchange environment for every user without having to manage a server.,mx,1617750000000,1636268400000,no,http://www.microsoft.com/exchange/en-us/exchange-online-hosted-email.aspx,
163,Office 365 Mail,['Business Email Hosting'],Email sent from this domain has records showing Office 365 usage.,mx,1617750000000,1636268400000,no,https://products.office.com/en-us/business/office,
164,Salesforce SPF,,This site uses Salesforce.com to send emails.,mx,1618527600000,1636268400000,yes,http://salesforce.com,
165,DMARC,['DMARC'],A technical specification created by a group of organizations that want to help reduce the potential for email-based abuse,mx,1618642800000,1636268400000,no,http://www.dmarc.org,
166,reCAPTCHA,['CAPTCHA'],Anti-bot CAPTCHA widget from Google.,widgets,1628146800000,1636268400000,no,https://www.google.com/recaptcha/intro/index.html,
167,jQuery 3.6.0,,jQuery version 3.6.0,javascript,1627714800000,1636268400000,no,https://blog.jquery.com/2021/03/02/jquery-3-6-0-released/,jQuery
168,WP Rocket,['WordPress Plugins'],Cache plugin for WordPress from France.,widgets,1627714800000,1636268400000,maybe,http://wp-rocket.me,
169,ScrollMagic,,The javascript library for magical scroll interactions.,javascript,1630047600000,1636268400000,no,http://janpaepke.github.io/ScrollMagic/,
170,Amazon SSL,,Amazon supplied SSL certificate,ssl,1629702000000,1636182000000,no,https://amazon.com,
171,Entrust EV,['Extended Validation'],EV certificate fron Entrust.,ssl,1629702000000,1634540400000,yes,http://www.entrust.net,
