,Name,Categories,Description,Tag,FirstDetected,LastDetected,IsPremium,Link,Parent
36,Fonts.com,['Fonts'],Uses web fonts from fonts.com.,widgets,1402873200000,1529362800000,no,http://www.fonts.com,
37,Drupal 7,,Version 7 of Drupal.,cms,1407024000000,1485990000000,no,http://www.drupal.org/drupal-7.0,Drupal
38,Facebook Custom Audiences,['Retargeting / Remarketing'],Custom Audiences from your website makes it possible to reach people who visit your website and deliver the right message to them on Facebook.,ads,1408575600000,1636268400000,no,https://developers.facebook.com/docs/reference/ads-api/custom-audience-website,
39,Microsoft Azure DNS,,This domain is verified with Microsoft Azure.,mx,1409180400000,1636444800000,no,http://windowsazure.com,
40,Apple Mobile Web Clips Icon,,"This page contains an icon for iPhone, iPad and iTouch devices.",mobile,1413331200000,1636444800000,no,http://developer.apple.com/library/iOS/#documentation/AppleApplications/Reference/SafariWebContent/ConfiguringWebApplications/ConfiguringWebApplications.html,
41,Viewport Meta,,This page uses the viewport meta tag which means the content may be optimized for mobile content.,mobile,1413331200000,1636444800000,no,https://developers.google.com/speed/docs/insights/ConfigureViewport,
42,Mobile Optimized,,Microsoft invented the MobileOptimized META tag to control the layout width for mobile markup rendered in Internet Explorer Mobile.,mobile,1417042800000,1636444800000,no,http://msdn.microsoft.com/en-us/library/bb159711.aspx,
43,GlobalSign,['Root Authority'],Certificate provided by GlobalSign.,ssl,1422658800000,1585522800000,no,http://globalsign.com,
44,Facebook Tag API,"['Audience Measurement', 'Conversion Optimization']",The Javascript Tag API can be used to track custom audience and conversion events.,analytics,1425340800000,1581030000000,no,https://developers.facebook.com/docs/ads-for-websites/tag-api,
45,ReadSpeaker,,Online text to speech application.,widgets,1436359272843,1636444800000,maybe,http://readspeaker.com,
46,Office 365 Mail,['Business Email Hosting'],Email sent from this domain has records showing Office 365 usage.,mx,1440025200000,1636444800000,no,https://products.office.com/en-us/business/office,
47,Zendesk,,"Organize, prioritize and engage with others on support requests.",mx,1441839600000,1636444800000,yes,http://www.zendesk.com/,
48,Google Analytics Classic,,Classic Google Analytics - sites that are using non-universal analytics code.,analytics,1444204816515,1636358400000,no,https://developers.google.com/analytics/devguides/collection/gajs/,Google Analytics
49,Incapsula,['US hosting'],Security performance and CDN optimizer tools,hosting,1445468400000,1445468400000,no,http://incapsula.com,
50,Cloudflare,,Automatically optimizes the delivery of your web pages so your visitors get the fastest page load times and best performance.,cdn,1445468400000,1636444800000,no,http://www.cloudflare.com/,
51,Akamai,,Akamai provides a distributed computing platform for global Internet content and application delivery.,cdn,1446073200000,1450306800000,no,http://akamai.com,
52,jQuery Masonry,['UI'],Masonry is a layout plugin for jQuery. Think of it as the flip side of CSS floats.,javascript,1446073200000,1634540400000,no,http://desandro.com/resources/jquery-masonry/,jQuery
53,Twitter Timeline,,"Add your tweets, favourites or searches as a timeline to the website.",widgets,1446073200000,1636358400000,no,http://twitter.com/settings/widgets,
54,Twitter Platform,,The page embeds the Twitter platform in one method or another.,javascript,1446073200000,1636358400000,no,http://twitter.com/about/resources,
55,Cloudflare Hosting,"['US hosting', 'Cloud Hosting', 'Cloud PaaS']",Supercharged web hosting service.,hosting,1446073200000,1636444800000,no,http://cloudflare.com,
56,Cloudflare DNS,,DNS services provided by Cloudflare.,ns,1446073200000,1636444800000,no,http://cloudflare.com,
57,Facebook Domain Insights,['Social Management'],This website contains tracking information that allows admins to see Facebook Insights out of Facebook to this domain.,analytics,1448492400000,1636444800000,no,http://www.facebook.com/insights/,
58,DoubleClick.Net,,"DoubleClick enables agencies, marketers and publishers to work together successfully and profit from their digital marketing investments.",ads,1448492400000,1636268400000,no,http://www.doubleclick.com,
59,Google Universal Analytics,,"The analytics.js JavaScript snippet is a new way to measure how users interact with your website. It is similar to the previous Google tracking code, ga.js, but offers more flexibility for developers to customize their implementations.",analytics,1448492400000,1636268400000,no,https://developers.google.com/analytics/devguides/collection/analyticsjs/,Google Analytics
60,Facebook Pixel,,Facebook Pixel is Facebooks conversion tracking system for ads on Facebook to websites.,analytics,1461106800000,1636268400000,no,https://www.facebook.com/business/help/952192354843755,
61,Facebook CDN,,This page has content that links to the Facebook content delivery network.,cdn,1461798000000,1589410800000,no,http://www.facebook.com,
62,IPv6,,The website has an IPv6 record.,Server,1461970800000,1636444800000,no,http://en.wikipedia.org/wiki/IPv6,
63,Fizzy UI Utils,,UI utilities & helpers,javascript,1468969200000,1633935600000,no,https://github.com/metafizzy/fizzy-ui-utils,
64,Facebook Graph API,,This site has content that utilizes the Facebook Graph API,javascript,1470265200000,1515193200000,no,http://developers.facebook.com/docs/api,
65,Google Tag Manager,['Tag Management'],Tag management that lets you add and update website tags without changes to underlying website code.,widgets,1480460400000,1636444800000,no,http://google.com/tagmanager,
66,WhatsApp,,WhatsApp protocol links and SMS API.,widgets,1480633200000,1636444800000,no,https://www.whatsapp.com,
67,LinkedIn Ads,,LinkedIn advertising solutions.,ads,1480546800000,1589410800000,no,http://linkedin.com/ads,
68,AppNexus,"['Ad Exchange', 'Demand-side Platform']","Provides access to the major exchanges and aggregators, as well as cloud infrastructure scalable to billions of ad impressions a day with a layer of real-time decisioning on top.",ads,1480546800000,1524524400000,no,http://www.appnexus.com/,
69,AppNexus Segment Pixel,,An AppNexus Segment Pixel.,ads,1480546800000,1517526000000,no,http://appnexus.com,AppNexus
70,Bizo,"['Ad Network', 'Data Management Platform']",Advertising platform spun off from zoominfo.com now owned by LinkedIn.,ads,1480546800000,1566601200000,no,http://www.bizo.com,
71,LinkedIn Insights,['Conversion Optimization'],The LinkedIn Insight Tag is a piece of lightweight JavaScript code that you can add to your website to enable in-depth campaign reporting and unlock valuable insights about your website visitors and for conversion optimization of ads.,analytics,1483570800000,1636268400000,no,https://business.linkedin.com/marketing-solutions,
72,Workplace by Facebook,,"Group discussion, a personalised News Feed, and voice and video calling from Facebook.",widgets,1487199600000,1589410800000,no,https://workplace.fb.com/,
73,Hotjar,"['Audience Measurement', 'Conversion Optimization', 'Feedback Forms and Surveys']","A heatmap, survey, feedback and funnel application.",analytics,1487890800000,1636268400000,yes,http://hotjar.com,
74,YouTube IFrame Embed,,An HTML5 supported embed for YouTube videos.,media,1487890800000,1614412800000,no,http://apiblog.youtube.com/2010/07/new-way-to-embed-youtube-videos.html,
75,Twitter CDN,,"This page contains content sourced from the Twitter CDN, either by the use of Widgets or linking to image content on twimg.com currently hosted by Akamai and Amazon.",cdn,1488841200000,1589410800000,no,http://twitter.com,
76,Dutch,,Website content is written in Dutch.,language,1496358000000,1636444800000,no,http://nl.wikipedia.org,
77,Mixpanel,"['A/B Testing', 'Audience Measurement', 'Mobile', 'Site Optimization']",This is an analytic platform that is particularly optimized funnel/work-flow optimization.,analytics,1498604400000,1498604400000,yes,http://mixpanel.com,
78,Amplitude,['Mobile'],Mobile analytics platform.,analytics,1498604400000,1498604400000,maybe,https://amplitude.com/,
79,Microsoft Azure Blob Storage,,Windows Azure Blob storage is a service for storing large amounts of unstructured data that can be accessed from anywhere in the world via HTTP or HTTPS.,cdn,1499727600000,1499727600000,no,http://www.windowsazure.com/en-us/develop/net/how-to-guides/blob-storage/,
80,Sender ID,,Sender ID is an anti-spoofing email framework heavily based on SPF.,mx,1503961200000,1636444800000,no,https://en.wikipedia.org/wiki/Sender_ID,
81,Facebook Signal,,"Journalists use Signal to surface relevant trends, photos, videos and posts from Facebook and Instagram for use in their storytelling and reporting.",analytics,1504479600000,1589410800000,no,https://www.facebook.com/facebookmedia/get-started/signal,
82,imagesLoaded,,jQuery plugin for seeing if the images are loaded.,javascript,1504825200000,1634540400000,no,https://github.com/desandro/imagesloaded,
83,Picturefill,['Compatibility'],Responsive image polyfill.,javascript,1504825200000,1636444800000,no,http://scottjehl.github.io/picturefill/,
84,jQuery 1.7,,jQuery version 1.7,javascript,1506726000000,1636444800000,no,https://code.jquery.com/jquery/,jQuery
85,Yahoo User Interface,['JavaScript Library'],"The Yahoo! User Interface (YUI) Library is a set of utilities and controls, written in JavaScript, for building richly interactive web applications using techniques such as DOM scripting, DHTML and AJAX.",javascript,1517266800000,1614326400000,no,http://developer.yahoo.com/yui/,
86,Content Delivery Network,,This page contains links that give the impression that some of the site contents are stored on a content delivery network.,CDN,1519858800000,1636444800000,no,http://en.wikipedia.org/wiki/Content_Delivery_Network,
87,jQuery UI,"['jQuery Plugin', 'UI']","jQuery UI provides abstractions for low-level interaction and animation, advanced effects and high-level, themeable widgets, built on top of the jQuery JavaScript Library, that you can use to build highly interactive web applications.",javascript,1519858800000,1636268400000,no,http://jqueryui.com/,jQuery
88,SSL by Default,,The website redirects traffic to an HTTPS/SSL version by default.,ssl,1519858800000,1636444800000,no,http://trends.builtwith.com/ssl,
89,Google Remarketing,['Retargeting / Remarketing'],Google code specifically for remarketing/retargeting based advertising.,ads,1521586800000,1636268400000,no,http://www.google.com.au/ads/innovations/remarketing.html,
90,Google Conversion Tracking,"['Conversion Optimization', 'Conversion Tracking']","This free tool in AdWords can show you what happens after customers click your ad (for example, whether they purchased your product, called from a mobile phone or downloaded your app).",analytics,1521586800000,1589410800000,no,https://support.google.com/adwords/answer/1722054,
91,DoubleClick Bid Manager,['Demand-side Platform'],Programmatic buying platform.,ads,1524524400000,1581030000000,no,https://www.doubleclickbygoogle.com/solutions/digital-marketing/bid-manager/,
92,Rubicon Project,,Advertising optimization service.,ads,1524524400000,1524524400000,no,http://rubiconproject.com,
93,IPhone / Mobile Compatible,,The website contains code that allows the page to support IPhone / Mobile Content.,mobile,1526338800000,1636444800000,no,http://apple.com,
94,Twitter Follow Button,,Follow Button to your website to increase engagement and create a lasting connection with your audience.,widgets,1528239600000,1629529200000,no,https://twitter.com/about/resources/buttons#follow,
95,Facebook Conversion Tracking,['Conversion Optimization'],"Conversion tracking functionality from Facebook, allows a user to track advertisement clicks.",analytics,1535842800000,1636268400000,no,http://www.facebook.com/help/?page=994,
96,GlobalSign Domain Verification,,Domain verification for SSL certificate validation.,framework,1538694000000,1636444800000,no,https://support.globalsign.com/customer/portal/articles/2167245-performing-domain-verification---dns-txt-record,
97,Pound Sterling,['Currency'],The website uses the £ symbol on its website - meaning it may accept payment in this British currency.,payment,1540335600000,1616799600000,no,https://en.wikipedia.org/wiki/Pound_sign,
98,Japanese Yen,['Currency'],The website uses the ¥ symbol on its website - meaning it may accept payment in this Japanese currency.,payment,1540335600000,1616799600000,no,https://en.wikipedia.org/wiki/Japanese_yen,
99,Getty Images,['Image Provider'],This website has images that may have been sourced from Getty Images.,widgets,1549753200000,1636444800000,no,http://gettyimages.com,
100,Global Site Tag,,"Google's primary tag for Google Measurement/Conversion Tracking, Adwords and DoubleClick.",analytics,1553209200000,1616972400000,no,https://support.google.com/adwords/answer/7548399,
101,Pixabay,['Image Provider'],Free image provider.,widgets,1571353200000,1600383600000,no,https://pixabay.com,
102,COVID-19,,This website mentions COVID-19 / Novel Coronavirus.,widgets,1585436400000,1636268400000,no,https://www.who.int/emergencies/diseases/novel-coronavirus-2019,
103,Sectigo SSL,,SSL from Sectigo formerly Comodo.,ssl,1588546800000,1636444800000,no,https://sectigo.com,
104,Sectigo Domain SSL,,SSL registration with Sectigo (formerly Comodo CA).,ssl,1588546800000,1636444800000,no,https://sectigo.com,Sectigo SSL
105,es6 promise,,A polyfill for ES6-style Promises.,javascript,1589497200000,1633935600000,no,https://github.com/stefanpenner/es6-promise,
106,Plans and Pricing,,"The website contains a link to a ""Plans"" or ""Pricing"" page - useful for finding SaaS tools.",link,1590879600000,1634108400000,no,https://kb.builtwith.com/special-reports/link-tracking/,
107,Varnish,,Varnish is a web accelerator / reverse proxy caching server.,Web Server,1593558000000,1636444800000,no,http://varnish-software.com/,
108,CookiePro,['Privacy Compliance'],Simplify Cookie Compliance for GDPR and ePrivacy.,widgets,1599087600000,1636444800000,yes,https://cookiepro.com,
109,Sendtex,['Marketing Platform'],Email marketing platform.,mx,1600383600000,1636444800000,yes,https://www.sendtex.com/en/,
110,OneTrust,['Privacy Compliance'],Cookie compliance system.,widgets,1601190000000,1633935600000,maybe,http://onetrust.com/,
111,Optanon,['Privacy Compliance'],Cookie consent transparency system from OneTrust.,widgets,1601190000000,1633935600000,maybe,https://www.cookielaw.org/,OneTrust
112,DMARC,['DMARC'],A technical specification created by a group of organizations that want to help reduce the potential for email-based abuse,mx,1602313200000,1636268400000,no,http://www.dmarc.org,
113,Barracuda Networks,['Secure Email'],Mail hosting by security company Barracude Networks,mx,1600383600000,1636444800000,no,http://barracuda.com,
114,Facebook Domain Verification,,Domain Verification provides a way for you to claim ownership of your domain in Facebook Business Manager.,framework,1613257200000,1636444800000,no,https://developers.facebook.com/docs/sharing/domain-verification/,
115,Visa,['Payment Acceptance'],The website accepts payments with Visa.,payment,1624604400000,1624604400000,no,http://visa.com,
116,Intersection Observer,,API that can be used to understand the visibility and position of DOM elements relative to a containing element or to the top-level viewport.,javascript,1632553200000,1633935600000,no,https://www.w3.org/TR/intersection-observer/,
117,CDN JS,,CloudFlare's CDN with popular javascript frameworks available.,cdn,1634540400000,1636444800000,no,http://cdnjs.com,
118,Dutch HREF LANG,,This webpage has alternate versions available in Dutch via the use of the hreflang tag.,language,1634540400000,1636444800000,no,https://support.google.com/webmasters/answer/189077?hl=en,
119,Cloudflare JS,,Loads content from Cloudflare CDN.,cdn,1634540400000,1636444800000,no,https://cloudflare.com,
120,Modernizr,['Compatibility'],Modernizr allows you to target specific browser functionality in your stylesheet.,javascript,1634540400000,1636444800000,no,http://www.modernizr.com,
121,Drupal 9,,Version 9 of the popular CMS Drupal.,cms,1634540400000,1636444800000,no,https://www.drupal.org,Drupal
122,FLoC Opt-Out,,The website has opted-out of FLoC to declare that it does not want to be included in the user's list of sites for cohort calculation.,ads,1634540400000,1636444800000,no,https://github.com/WICG/floc/blob/main/README.md,FLoC
123,FLoC,,FLoC - Federated Learning of Cohorts provides a privacy-preserving mechanism for interest-based ad selection.,ads,1634540400000,1636444800000,no,https://github.com/WICG/floc,
124,Raven JS,,Raven.js is the official browser JavaScript client for Sentry.,javascript,1635058800000,1636268400000,no,https://github.com/getsentry/raven-js,
125,core-js,['Framework'],Modular standard library for JavaScript.,javascript,1635058800000,1636268400000,no,https://github.com/zloirock/core-js,
126,Slick JS,['Animation'],Fully responsive carousel library.,javascript,1635058800000,1636268400000,no,http://kenwheeler.github.io/slick,
